subject_id,wave,participation,EVI,EVI_reduced,equal_polit,equal_job,equal_educ,homosexuality,abortion,divorce,SVI,rel_imp,rel_person,nation_pride,parents_proud,respect_author,age,hhsize,children,gender,maritalst,education,rel_service,hhincome,distress,bfive_extra,bfive_agree,bfive_consc,bfive_neuro,bfive_openn,region,prefecture,townsize,age_sq,age_group,cum_infected_in_pref_VIC1,cum_deaths_in_pref_VIC1,emergency_in_pref_VIC1
VIC1206,VIC1,W1 only,77.77777777777777,77.77777777777777,66.66666666666667,66.66666666666667,66.6666666666667,66.6666666666667,100,100,22.22222222222222,33.3333333333333,0,33.3333333333333,0,50,50,2,0,Female,Single,University-level education,Only on special holidays,3000000-4000000yen,1.6,2,4,3,4,2.5,Chubu,Nagano,"100,000-500,000",2500,36-50 years,3.710917568313842,0,0
VIC1207,VIC1,Both W1 and W2,57.407407407407405,68.51851851851852,33.333333333333336,33.333333333333336,66.6666666666667,100,44.4444444444444,66.6666666666667,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,32,1,0,Female,Single,University-level education,Less often or never,-3000000yen,3.4,1,4.5,3.5,5,1,Kanto,Kanagawa,"500,000 and more",1024,18-35 years,13.521212877694081,0.6928403716352451,1
VIC1207,VIC2,Both W1 and W2,72.22222222222223,94.44444444444444,33.333333333333336,33.333333333333336,100,100,66.6666666666667,100,58.33333333333334,66.6666666666667,100,0,0,100,33,1,0,Female,Single,University-level education,Less often or never,-3000000yen,2,1,4.5,3.5,5,1,Kanto,Kanagawa,"500,000 and more",1089,18-35 years,13.521212877694081,0.6928403716352451,1
VIC1208,VIC1,W1 only,50.00000000000001,55.55555555555556,0,33.333333333333336,33.3333333333333,66.6666666666667,77.7777777777778,88.8888888888889,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,61,1,0,Male,Single,University-level education,Less often or never,5000000-6000000yen,1,3,3.5,3.5,3,4.5,Chubu,Aichi,"20,000-100,000",3721,50+ years,6.721984934533568,0.4507839995545193,0
VIC1209,VIC1,Both W1 and W2,35.18518518518519,35.18518518518519,33.333333333333336,33.333333333333336,33.3333333333333,22.2222222222222,33.3333333333333,55.5555555555556,61.111111111111114,100,100,33.3333333333333,33.3333333333333,0,57,2,0,Female,Married,High school,Less often or never,3000000-4000000yen,4,3,3,2.5,3.5,3.5,Kanto,Kanagawa,"500,000 and more",3249,50+ years,13.521212877694081,0.6928403716352451,1
VIC1209,VIC2,Both W1 and W2,27.77777777777778,27.77777777777778,33.333333333333336,33.333333333333336,33.3333333333333,11.1111111111111,22.2222222222222,33.3333333333333,61.111111111111114,100,100,33.3333333333333,33.3333333333333,0,58,2,0,Female,Married,High school,Once a year,3000000-4000000yen,2.2,3,3,2.5,3.5,3.5,Kanto,Kanagawa,"500,000 and more",3364,50+ years,13.521212877694081,0.6928403716352451,1
VIC1210,VIC1,Both W1 and W2,42.592592592592595,42.592592592592595,33.333333333333336,33.333333333333336,33.3333333333333,44.4444444444444,33.3333333333333,77.7777777777778,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,48,3,1,Female,Married,University-level education,Less often or never,12000000yen-,2,2,2.5,3,2.5,3,Chubu,Shizuoka,"100,000-500,000",2304,36-50 years,1.981723009070236,0.027523930681531056,0
VIC1210,VIC2,Both W1 and W2,55.55555555555556,55.55555555555556,66.66666666666667,66.66666666666667,66.6666666666667,44.4444444444444,44.4444444444444,44.4444444444444,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,49,3,1,Female,Married,University-level education,Only on special holidays,12000000yen-,2,2,2.5,3,2.5,3,Chubu,Shizuoka,"100,000-500,000",2401,36-50 years,1.981723009070236,0.027523930681531056,0
VIC1212,VIC1,Both W1 and W2,35.18518518518519,35.18518518518519,33.333333333333336,33.333333333333336,33.3333333333333,0,44.4444444444444,66.6666666666667,75,66.6666666666667,100,33.3333333333333,66.6666666666667,100,44,3,0,Male,Single,Vocational school/University-preparator,Less often or never,-3000000yen,4,2.5,1.5,2.5,3,3,Chubu,Ishikawa,"100,000-500,000",1936,36-50 years,25.164985174733292,1.7659638719111084,0
VIC1212,VIC2,Both W1 and W2,66.66666666666667,66.66666666666667,66.66666666666667,66.66666666666667,66.6666666666667,0,100,100,88.88888888888889,100,100,100,33.3333333333333,100,44,3,0,Male,Single,Vocational school/University-preparator,Less often or never,-3000000yen,4,2.5,1.5,2.5,3,3,Chubu,Ishikawa,"100,000-500,000",1936,36-50 years,25.164985174733292,1.7659638719111084,0
VIC1213,VIC1,Both W1 and W2,62.96296296296296,62.96296296296296,66.66666666666667,66.66666666666667,66.6666666666667,55.5555555555556,44.4444444444444,77.7777777777778,83.33333333333334,100,100,33.3333333333333,66.6666666666667,100,51,4,2,Female,Married,Vocational school/University-preparator,Less often or never,NA,1.6,2,3,2.5,3,3,Chubu,Aichi,"100,000-500,000",2601,50+ years,6.721984934533568,0.4507839995545193,0
VIC1213,VIC2,Both W1 and W2,70.37037037037038,70.37037037037038,66.66666666666667,66.66666666666667,66.6666666666667,77.7777777777778,55.5555555555556,88.8888888888889,83.33333333333334,100,100,66.6666666666667,33.3333333333333,100,52,4,2,Female,Married,Vocational school/University-preparator,Less often or never,NA,1.2,2,3,2.5,3,3,Chubu,Aichi,"100,000-500,000",2704,50+ years,6.721984934533568,0.4507839995545193,0
VIC1214,VIC1,Both W1 and W2,62.96296296296296,74.07407407407408,33.333333333333336,33.333333333333336,66.6666666666667,88.8888888888889,66.6666666666667,88.8888888888889,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,26,2,0,Female,Single,University-level education,Less often or never,5000000-6000000yen,1.8,1.5,4,3.5,4.5,4.5,Hokkaido and Tohoku,Akita,"20,000-100,000",676,18-35 years,1.6675316987353854,0,0
VIC1214,VIC2,Both W1 and W2,55.55555555555556,55.55555555555556,33.333333333333336,33.333333333333336,33.3333333333333,77.7777777777778,66.6666666666667,88.8888888888889,72.22222222222223,100,100,33.3333333333333,0,100,27,2,0,Female,Single,University-level education,Only on special holidays,8000000-9000000yen,2.6,1.5,4,3.5,4.5,4.5,Hokkaido and Tohoku,Akita,"20,000-100,000",729,18-35 years,1.6675316987353854,0,0
VIC1215,VIC1,W1 only,83.33333333333334,83.33333333333334,66.66666666666667,66.66666666666667,66.6666666666667,100,100,100,75,100,100,33.3333333333333,66.6666666666667,50,35,1,0,Female,Separated,Vocational school/University-preparator,Less often or never,-3000000yen,1,4.5,3.5,2.5,2.5,2.5,Kanto,Tokyo,"100,000-500,000",1225,18-35 years,36.14853903095434,1.558985830598464,1
VIC1216,VIC1,W1 only,57.407407407407405,57.407407407407405,66.66666666666667,66.66666666666667,66.6666666666667,55.5555555555556,44.4444444444444,44.4444444444444,72.22222222222223,66.6666666666667,100,66.6666666666667,66.6666666666667,50,26,1,0,Female,Single,University-level education,Only on special holidays,-3000000yen,1,3.5,3,3,3,3,Kyushu and Okinawa,Fukuoka,"100,000-500,000",676,18-35 years,12.794014037194945,0.486834628508179,0
VIC1217,VIC1,W1 only,55.55555555555556,55.55555555555556,66.66666666666667,66.66666666666667,66.6666666666667,44.4444444444444,44.4444444444444,44.4444444444444,72.22222222222223,66.6666666666667,100,66.6666666666667,66.6666666666667,50,59,3,2,Female,Married,Vocational school/University-preparator,Only on special holidays,12000000yen-,1,3,2.5,2.5,3,2.5,Kanto,Tokyo,"500,000 and more",3481,50+ years,36.14853903095434,1.558985830598464,1
VIC1218,VIC1,Both W1 and W2,37.03703703703704,37.03703703703704,33.333333333333336,33.333333333333336,33.3333333333333,55.5555555555556,33.3333333333333,33.3333333333333,19.444444444444446,33.3333333333333,0,33.3333333333333,33.3333333333333,0,42,1,0,Female,Single,High school,Less often or never,3000000-4000000yen,2,2,3.5,3,3,3,Chugoku,Okayama,"500,000 and more",1764,36-50 years,1.3238496276275766,0,0
VIC1218,VIC2,Both W1 and W2,68.51851851851852,68.51851851851852,66.66666666666667,66.66666666666667,66.6666666666667,88.8888888888889,55.5555555555556,66.6666666666667,52.777777777777786,33.3333333333333,100,33.3333333333333,33.3333333333333,50,43,1,0,Female,Single,High school,Only on special holidays,4000000-5000000yen,2,2,3.5,3,3,3,Chugoku,Okayama,"500,000 and more",1849,36-50 years,1.3238496276275766,0,0
VIC1219,VIC1,Both W1 and W2,42.592592592592595,53.70370370370371,33.333333333333336,33.333333333333336,66.6666666666667,77.7777777777778,22.2222222222222,22.2222222222222,52.777777777777786,33.3333333333333,100,33.3333333333333,33.3333333333333,50,53,5,2,Female,Married,Vocational school/University-preparator,Less often or never,NA,1,2,4,1.5,3,2,Kansai,Hyogo,"20,000-100,000",2809,50+ years,12.772181968094431,0.6953336888074332,1
VIC1219,VIC2,Both W1 and W2,72.22222222222223,72.22222222222223,66.66666666666667,66.66666666666667,66.6666666666667,77.7777777777778,77.7777777777778,77.7777777777778,66.66666666666667,66.6666666666667,100,33.3333333333333,66.6666666666667,50,54,5,2,Female,Married,Vocational school/University-preparator,Only on special holidays,NA,1.6,2,4,1.5,3,2,Kansai,Hyogo,"20,000-100,000",2916,50+ years,12.772181968094431,0.6953336888074332,1
VIC1220,VIC1,W1 only,44.44444444444444,44.44444444444444,66.66666666666667,66.66666666666667,66.6666666666667,22.2222222222222,11.1111111111111,33.3333333333333,63.88888888888889,66.6666666666667,100,0,33.3333333333333,100,50,2,0,Male,Married,University-level education,Once a year,9000000-10000000yen,1,4,3.5,2.5,2,4,Chubu,Aichi,"500,000 and more",2500,36-50 years,6.721984934533568,0.4507839995545193,0
VIC1221,VIC1,Both W1 and W2,100,100,100,100,100,100,100,100,75,66.6666666666667,100,33.3333333333333,66.6666666666667,100,58,5,3,Male,Married,Master or Doctoral degree,Less often or never,8000000-9000000yen,1.8,3,4.5,2,2,4.5,Kanto,Kanagawa,"100,000-500,000",3364,50+ years,13.521212877694081,0.6928403716352451,1
VIC1221,VIC2,Both W1 and W2,83.33333333333334,83.33333333333334,66.66666666666667,66.66666666666667,66.6666666666667,100,100,100,36.111111111111114,33.3333333333333,0,33.3333333333333,33.3333333333333,100,58,5,3,Male,Married,Master or Doctoral degree,Only on special holidays,8000000-9000000yen,4,3,4.5,2,2,4.5,Kanto,Kanagawa,"100,000-500,000",3364,50+ years,13.521212877694081,0.6928403716352451,1
VIC1222,VIC1,W1 only,55.55555555555556,55.55555555555556,66.66666666666667,66.66666666666667,66.6666666666667,44.4444444444444,44.4444444444444,44.4444444444444,72.22222222222223,66.6666666666667,100,66.6666666666667,66.6666666666667,50,45,2,0,Male,Married,NA,Only on special holidays,NA,4,3,3,3,3,3,Hokkaido and Tohoku,Hokkaido,"Less than 5,000",2025,36-50 years,19.121029802393057,1.397232407982676,1
VIC1223,VIC1,Both W1 and W2,50.00000000000001,44.44444444444445,66.66666666666667,100,66.6666666666667,0,33.3333333333333,33.3333333333333,25,0,0,33.3333333333333,66.6666666666667,50,65,2,1,Male,Married,University-level education,Once a week or more,3000000-4000000yen,1.2,2.5,3,3,4,3,Hokkaido and Tohoku,Hokkaido,"Less than 5,000",4225,50+ years,19.121029802393057,1.397232407982676,1
VIC1223,VIC2,Both W1 and W2,35.18518518518518,40.74074074074074,33.333333333333336,66.66666666666667,66.6666666666667,11.1111111111111,22.2222222222222,11.1111111111111,33.333333333333336,0,0,33.3333333333333,66.6666666666667,100,66,2,1,Male,Married,University-level education,Once a week or more,-3000000yen,2.8,2.5,3,3,4,3,Hokkaido and Tohoku,Hokkaido,"Less than 5,000",4356,50+ years,19.121029802393057,1.397232407982676,1
VIC1224,VIC1,Both W1 and W2,44.44444444444444,44.44444444444444,33.333333333333336,33.333333333333336,33.3333333333333,55.5555555555556,55.5555555555556,55.5555555555556,66.66666666666667,66.6666666666667,100,66.6666666666667,33.3333333333333,50,23,3,0,Male,Single,University-level education,Less often or never,5000000-6000000yen,1,3,3,3,3,3,Kansai,Osaka,"500,000 and more",529,18-35 years,20.005238928520306,0.7468019057026812,1
VIC1224,VIC2,Both W1 and W2,55.55555555555556,61.111111111111114,66.66666666666667,33.333333333333336,66.6666666666667,55.5555555555556,55.5555555555556,55.5555555555556,66.66666666666667,66.6666666666667,100,66.6666666666667,33.3333333333333,50,24,3,0,Male,Single,University-level education,Less often or never,6000000-7000000yen,1,3,3,3,3,3,Kansai,Osaka,"500,000 and more",576,18-35 years,20.005238928520306,0.7468019057026812,1
VIC1225,VIC1,Both W1 and W2,38.888888888888886,38.888888888888886,33.333333333333336,33.333333333333336,33.3333333333333,22.2222222222222,55.5555555555556,55.5555555555556,61.111111111111114,66.6666666666667,100,33.3333333333333,33.3333333333333,50,59,4,2,Male,Married,University-level education,Only on special holidays,NA,2,3,2,3.5,3.5,3.5,Kyushu and Okinawa,Fukuoka,"20,000-100,000",3481,50+ years,12.794014037194945,0.486834628508179,0
VIC1225,VIC2,Both W1 and W2,37.03703703703704,37.03703703703704,33.333333333333336,33.333333333333336,33.3333333333333,33.3333333333333,44.4444444444444,44.4444444444444,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,60,2,2,Male,Married,University-level education,Only on special holidays,NA,1.8,3,2,3.5,3.5,3.5,Kyushu and Okinawa,Fukuoka,"20,000-100,000",3600,50+ years,12.794014037194945,0.486834628508179,0
VIC1226,VIC1,W1 only,59.25925925925926,64.81481481481481,33.333333333333336,66.66666666666667,66.6666666666667,77.7777777777778,22.2222222222222,88.8888888888889,58.33333333333334,66.6666666666667,100,0,100,0,27,1,0,Male,Single,Primary or Junior high school,Less often or never,-3000000yen,1,1.5,4,1.5,5,4.5,Kansai,Hyogo,"500,000 and more",729,18-35 years,12.772181968094431,0.6953336888074332,1
VIC1227,VIC1,W1 only,75.92592592592592,75.92592592592592,66.66666666666667,66.66666666666667,66.6666666666667,100,55.5555555555556,100,55.55555555555556,66.6666666666667,100,0,33.3333333333333,50,28,1,0,Male,Single,University-level education,Only on special holidays,5000000-6000000yen,1.4,2.5,3.5,2.5,2.5,4.5,Chubu,Aichi,"100,000-500,000",784,18-35 years,6.721984934533568,0.4507839995545193,0
VIC1228,VIC1,Both W1 and W2,68.51851851851852,85.18518518518519,33.333333333333336,66.66666666666667,100,100,55.5555555555556,55.5555555555556,72.22222222222223,100,100,33.3333333333333,0,100,31,1,0,Female,Single,Vocational school/University-preparator,Less often or never,-3000000yen,1.8,3,2,3,4,4,Hokkaido and Tohoku,Hokkaido,"500,000 and more",961,18-35 years,19.121029802393057,1.397232407982676,1
VIC1228,VIC2,Both W1 and W2,83.33333333333333,94.44444444444444,33.333333333333336,100,100,100,66.6666666666667,100,88.88888888888889,100,100,33.3333333333333,100,100,32,1,0,Female,Single,Vocational school/University-preparator,Less often or never,-3000000yen,4,3,2,3,4,4,Hokkaido and Tohoku,Hokkaido,"500,000 and more",1024,18-35 years,19.121029802393057,1.397232407982676,1
VIC1229,VIC1,Both W1 and W2,53.70370370370371,42.592592592592595,66.66666666666667,66.66666666666667,33.3333333333333,44.4444444444444,55.5555555555556,55.5555555555556,52.777777777777786,33.3333333333333,100,33.3333333333333,33.3333333333333,50,61,2,2,Male,Married,High school,Only on special holidays,-3000000yen,2.4,3.5,3,2.5,3,3,Chubu,Aichi,"500,000 and more",3721,50+ years,6.721984934533568,0.4507839995545193,0
VIC1229,VIC2,Both W1 and W2,59.25925925925927,59.25925925925927,66.66666666666667,66.66666666666667,66.6666666666667,55.5555555555556,44.4444444444444,55.5555555555556,66.66666666666667,66.6666666666667,100,66.6666666666667,33.3333333333333,50,62,2,2,Male,Married,High school,Less often or never,-3000000yen,1,3.5,3,2.5,3,3,Chubu,Aichi,"500,000 and more",3844,50+ years,6.721984934533568,0.4507839995545193,0
VIC1230,VIC1,Both W1 and W2,55.55555555555556,61.111111111111114,33.333333333333336,66.66666666666667,66.6666666666667,44.4444444444444,44.4444444444444,77.7777777777778,75,66.6666666666667,100,33.3333333333333,66.6666666666667,100,65,1,0,Male,Single,Vocational school/University-preparator,Less often or never,-3000000yen,1.2,2.5,3.5,3,2.5,3.5,Kansai,Mie,"100,000-500,000",4225,50+ years,2.5420080960133404,0.05648906880029646,0
VIC1230,VIC2,Both W1 and W2,51.851851851851855,57.40740740740741,33.333333333333336,66.66666666666667,66.6666666666667,44.4444444444444,22.2222222222222,77.7777777777778,69.44444444444446,66.6666666666667,100,33.3333333333333,33.3333333333333,100,66,1,0,Male,Single,Vocational school/University-preparator,Less often or never,3000000-4000000yen,1,2.5,3.5,3,2.5,3.5,Kansai,Mie,"100,000-500,000",4356,50+ years,2.5420080960133404,0.05648906880029646,0
VIC1231,VIC1,Both W1 and W2,62.96296296296297,68.51851851851853,33.333333333333336,66.66666666666667,66.6666666666667,77.7777777777778,55.5555555555556,77.7777777777778,88.88888888888889,100,100,66.6666666666667,66.6666666666667,100,55,2,0,Female,Single,High school,Only on special holidays,-3000000yen,1,1.5,3.5,3,3,1.5,Chubu,Niigata,"500,000 and more",3025,50+ years,3.7251189312361217,0,0
VIC1231,VIC2,Both W1 and W2,72.22222222222223,72.22222222222223,66.66666666666667,66.66666666666667,66.6666666666667,88.8888888888889,44.4444444444444,100,75,66.6666666666667,100,33.3333333333333,66.6666666666667,100,55,2,0,Female,Single,High school,Less often or never,-3000000yen,1.4,1.5,3.5,3,3,1.5,Chubu,Niigata,"500,000 and more",3025,50+ years,3.7251189312361217,0,0
VIC1232,VIC1,W1 only,61.111111111111114,61.111111111111114,66.66666666666667,66.66666666666667,66.6666666666667,55.5555555555556,55.5555555555556,55.5555555555556,63.88888888888889,66.6666666666667,100,0,33.3333333333333,100,56,2,0,Male,Single,High school,Once a year,5000000-6000000yen,2.2,2.5,3,2,3,3.5,Kanto,Tokyo,"100,000-500,000",3136,50+ years,36.14853903095434,1.558985830598464,1
VIC1233,VIC1,W1 only,55.55555555555556,61.111111111111114,33.333333333333336,66.66666666666667,66.6666666666667,55.5555555555556,55.5555555555556,55.5555555555556,72.22222222222223,66.6666666666667,100,66.6666666666667,66.6666666666667,50,50,4,2,Female,Married,High school,Only on special holidays,7000000-8000000yen,3.4,3,3,3,3,3,Kanto,Kanagawa,"500,000 and more",2500,36-50 years,13.521212877694081,0.6928403716352451,1
VIC1234,VIC1,Both W1 and W2,59.25925925925927,59.25925925925927,66.66666666666667,66.66666666666667,66.6666666666667,66.6666666666667,44.4444444444444,44.4444444444444,77.77777777777777,100,100,33.3333333333333,33.3333333333333,100,46,2,2,Male,Married,University-level education,Only on special holidays,8000000-9000000yen,1.4,2,3.5,2.5,4,2,Hokkaido and Tohoku,Miyagi,"500,000 and more",2116,36-50 years,3.8227694574621327,0.04344056201661515,0
VIC1234,VIC2,Both W1 and W2,61.111111111111114,61.111111111111114,66.66666666666667,66.66666666666667,66.6666666666667,55.5555555555556,55.5555555555556,55.5555555555556,72.22222222222223,66.6666666666667,100,100,33.3333333333333,50,47,4,2,Male,Married,University-level education,Only on special holidays,NA,1.4,2,3.5,2.5,4,2,Hokkaido and Tohoku,Miyagi,"500,000 and more",2209,36-50 years,3.8227694574621327,0.04344056201661515,0
